ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Contribution_ID
15364,10,35,D,208,,,10
15368,11,35,B,206,,,11
15376,12,35,D,208,,,12
15381,13,35,C,207,,,13
15387,14,35,C,207,,,14
15394,15,35,D,208,,,15
15400,16,35,D,208,,,16
15405,17,35,C,207,,,17
15411,18,35,C,207,,,18
15420,19,35,?,210,,,19
15424,20,35,D,208,,,20
15427,21,35,A,205,,,21
15437,22,35,X,209,,,22
15442,23,35,D,208,,,23
15448,24,35,D,208,,,24
15454,25,35,D,208,,,25
15460,26,35,D,208,,,26
15466,27,35,D,208,,,27
15472,28,35,D,208,,,28
15478,29,35,D,208,,,29
15484,30,35,D,208,,,30
15487,31,35,A,205,,,31
15496,32,35,D,208,,,32
15502,33,35,D,208,,,33
15508,34,35,D,208,,,34
15514,35,35,D,208,,,35
15520,36,35,D,208,,,36
15526,37,35,D,208,,,37
15532,38,35,D,208,,,38
15538,39,35,D,208,,,39
15544,40,35,D,208,,,40
15550,41,35,D,208,,,41
15556,42,35,D,208,,,42
15562,43,35,D,208,,,43
15568,44,35,D,208,,,44
15575,45,35,X,209,,,45
15580,46,35,D,208,,,46
15586,47,35,D,208,,,47
15592,48,35,D,208,,,48
15598,49,35,D,208,,,49
15604,50,35,D,208,,,50
15610,51,35,D,208,,,51
15616,52,35,D,208,,,52
15622,53,35,D,208,,,53
15627,54,35,C,207,,,54
15634,55,35,D,208,,,55
15640,56,35,D,208,,,56
15646,57,35,D,208,,,57
15652,58,35,D,208,,,58
15657,59,35,?,210,,,59
15665,60,35,X,209,,,60
15670,61,35,D,208,,,61
15676,62,35,D,208,,,62
15682,63,35,D,208,,,63
15690,64,35,?,210,,,64
15693,65,35,C,207,,,65
15702,66,35,?,210,,,66
15706,67,35,D,208,,,67
15712,68,35,D,208,,,68
15718,69,35,D,208,,,69
15725,70,35,X,209,,,70
15730,71,35,D,208,,,71
15736,72,35,D,208,,,72
15742,73,35,D,208,,,73
15748,74,35,D,208,,,74
105782,75,35,C,207,,,75
106017,76,35,D,208,,,76
15760,1,36,D,214,,,1
15766,2,36,D,214,,,2
15772,3,36,D,214,,,3
15778,4,36,D,214,,,4
15784,5,36,D,214,,,5
15790,6,36,D,214,,,6
15797,7,36,X,215,,,7
15802,8,36,D,214,,,8
15808,9,36,D,214,,,9
15814,10,36,D,214,,,10
15820,11,36,D,214,,,11
15826,12,36,D,214,,,12
15832,13,36,D,214,,,13
15839,14,36,X,215,,,14
15844,15,36,D,214,,,15
15850,16,36,D,214,,,16
15857,17,36,X,215,,,17
15863,18,36,X,215,,,18
15868,19,36,D,214,,,19
15874,20,36,D,214,,,20
15880,21,36,D,214,,,21
15886,22,36,D,214,,,22
15892,23,36,D,214,,,23
15898,24,36,D,214,,,24
15904,25,36,D,214,,,25
15910,26,36,D,214,,,26
15916,27,36,D,214,,,27
15922,28,36,D,214,,,28
15928,29,36,D,214,,,29
15934,30,36,D,214,,,30
15941,31,36,X,215,,,31
15946,32,36,D,214,,,32
15950,33,36,B,212,,,33
15958,34,36,D,214,,,34
15964,35,36,D,214,,,35
15970,36,36,D,214,,,36
15976,37,36,D,214,,,37
15982,38,36,D,214,,,38
15988,39,36,D,214,,,39
15994,40,36,D,214,,,40
16000,41,36,D,214,,,41
16006,42,36,D,214,,,42
16012,43,36,D,214,,,43
16018,44,36,D,214,,,44
16026,45,36,?,216,,,45
16031,46,36,X,215,,,46
16036,47,36,D,214,,,47
16042,48,36,D,214,,,48
16048,49,36,D,214,,,49
16054,50,36,D,214,,,50
16060,51,36,D,214,,,51
16066,52,36,D,214,,,52
16072,53,36,D,214,,,53
16079,54,36,X,215,,,54
16084,55,36,D,214,,,55
16090,56,36,D,214,,,56
16096,57,36,D,214,,,57
16102,58,36,D,214,,,58
16109,59,36,X,215,,,59
16115,60,36,X,215,,,60
16119,61,36,C,213,,,61
16123,62,36,A,211,,,62
16129,63,36,A,211,,,63
16138,64,36,D,214,,,64
16141,65,36,A,211,,,65
16147,66,36,A,211,,,66
16157,67,36,X,215,,,67
16161,68,36,C,213,,,68
16165,69,36,A,211,,,69
16171,70,36,A,211,,,70
16180,71,36,D,214,,,71
16186,72,36,D,214,,,72
16192,73,36,D,214,,,73
16198,74,36,D,214,,,74
105783,75,36,X,215,,,75
106018,76,36,D,214,,,76
16210,1,37,D,220,,,1
16216,2,37,D,220,,,2
16222,3,37,D,220,,,3
16228,4,37,D,220,,,4
16234,5,37,D,220,,,5
16240,6,37,D,220,,,6
16247,7,37,X,221,,,7
16252,8,37,D,220,,,8
16258,9,37,D,220,,,9
16264,10,37,D,220,,,10
16270,11,37,D,220,,,11
16276,12,37,D,220,,,12
16282,13,37,D,220,,,13
16289,14,37,X,221,,,14
16294,15,37,D,220,,,15
16300,16,37,D,220,,,16
16307,17,37,X,221,,,17
16313,18,37,X,221,,,18
16318,19,37,D,220,,,19
16324,20,37,D,220,,,20
16330,21,37,D,220,,,21
16336,22,37,D,220,,,22
16342,23,37,D,220,,,23
16348,24,37,D,220,,,24
16354,25,37,D,220,,,25
16360,26,37,D,220,,,26
16366,27,37,D,220,,,27
16372,28,37,D,220,,,28
16378,29,37,D,220,,,29
16384,30,37,D,220,,,30
16391,31,37,X,221,,,31
16396,32,37,D,220,,,32
16402,33,37,D,220,,,33
16408,34,37,D,220,,,34
16414,35,37,D,220,,,35
16420,36,37,D,220,,,36
16426,37,37,D,220,,,37
16432,38,37,D,220,,,38
16438,39,37,D,220,,,39
16444,40,37,D,220,,,40
16450,41,37,D,220,,,41
16456,42,37,D,220,,,42
16462,43,37,D,220,,,43
16468,44,37,D,220,,,44
16473,45,37,D,220,,,45
16481,46,37,X,221,,,46
16486,47,37,D,220,,,47
16492,48,37,D,220,,,48
16498,49,37,D,220,,,49
16504,50,37,D,220,,,50
16510,51,37,D,220,,,51
16516,52,37,D,220,,,52
16522,53,37,D,220,,,53
16529,54,37,X,221,,,54
16534,55,37,D,220,,,55
16540,56,37,D,220,,,56
16546,57,37,D,220,,,57
16552,58,37,D,220,,,58
16559,59,37,X,221,,,59
16564,60,37,D,220,,,60
16568,61,37,B,218,,,61
16573,62,37,A,217,,,62
16579,63,37,A,217,,,63
16588,64,37,D,220,,,64
16591,65,37,A,217,,,65
16597,66,37,A,217,,,66
16607,67,37,X,221,,,67
16609,68,37,A,217,,,68
16615,69,37,A,217,,,69
16621,70,37,A,217,,,70
16630,71,37,D,220,,,71
16636,72,37,D,220,,,72
16642,73,37,D,220,,,73
16648,74,37,D,220,,,74
105784,75,37,X,221,,,75
106019,76,37,D,220,,,76
16660,1,38,D,226,,,1
16666,2,38,D,226,,,2
16670,3,38,B,224,,,3
16678,4,38,D,226,,,4
16684,5,38,D,226,,,5
16690,6,38,D,226,,,6
16697,7,38,X,227,,,7
16702,8,38,D,226,,,8
16708,9,38,D,226,,,9
16714,10,38,D,226,,,10
16720,11,38,D,226,,,11
16726,12,38,D,226,,,12
16734,13,38,?,228,,,13
16735,14,38,A,223,,,14
16743,15,38,C,225,,,15
16748,16,38,B,224,,,16
16755,17,38,C,225,,,17
16763,18,38,X,227,,,18
16768,19,38,D,226,,,19
16773,20,38,C,225,,,20
16780,21,38,D,226,,,21
16787,22,38,X,227,,,22
16791,23,38,C,225,,,23
16798,24,38,D,226,,,24
16804,25,38,D,226,,,25
16810,26,38,D,226,,,26
16816,27,38,D,226,,,27
16822,28,38,D,226,,,28
16826,29,38,D,226,,,29
16834,30,38,D,226,,,30
16841,31,38,X,227,,,31
16846,32,38,D,226,,,32
16852,33,38,D,226,,,33
16858,34,38,D,226,,,34
16864,35,38,D,226,,,35
16870,36,38,D,226,,,36
16876,37,38,D,226,,,37
16882,38,38,D,226,,,38
16888,39,38,D,226,,,39
16894,40,38,D,226,,,40
16900,41,38,D,226,,,41
16906,42,38,D,226,,,42
16912,43,38,A,223,,,43
16918,44,38,D,226,,,44
16922,45,38,D,226,,,45
16930,46,38,D,226,,,46
16936,47,38,D,226,,,47
16940,48,38,B,224,,,48
16948,49,38,D,226,,,49
16955,50,38,X,227,,,50
16960,51,38,D,226,,,51
16964,52,38,B,224,,,52
16972,53,38,D,226,,,53
16979,54,38,X,227,,,54
16984,55,38,D,226,,,55
16990,56,38,D,226,,,56
16996,57,38,D,226,,,57
17002,58,38,D,226,,,58
17006,59,38,?,228,,,59
17016,60,38,?,228,,,60
17017,61,38,A,223,,,61
17023,62,38,A,223,,,62
17029,63,38,A,223,,,63
17038,64,38,D,226,,,64
17044,65,38,D,226,,,65
17047,66,38,A,223,,,66
17057,67,38,X,227,,,67
17059,68,38,A,223,,,68
17065,69,38,A,223,,,69
17071,70,38,A,223,,,70
17077,71,38,A,223,,,71
17086,72,38,D,226,,,72
17091,73,38,C,225,,,73
17097,74,38,C,225,,,74
105785,75,38,X,227,,,75
106020,76,38,D,226,,,76
17110,1,39,D,232,,,1
17114,2,39,B,230,,,2
17120,3,39,B,230,,,3
17128,4,39,D,232,,,4
17134,5,39,D,232,,,5
17140,6,39,D,232,,,6
17147,7,39,X,233,,,7
17152,8,39,D,232,,,8
17158,9,39,D,232,,,9
17164,10,39,D,232,,,10
17170,11,39,D,232,,,11
17176,12,39,D,232,,,12
17180,13,39,B,230,,,13
17185,14,39,A,229,,,14
17192,15,39,B,230,,,15
17198,16,39,B,230,,,16
17206,17,39,D,232,,,17
17209,18,39,A,229,,,18
17215,19,39,A,229,,,19
17223,20,39,C,231,,,20
17230,21,39,D,232,,,21
17238,22,39,?,234,,,22
17240,23,39,B,230,,,23
17246,24,39,B,230,,,24
17254,25,39,D,232,,,25
17260,26,39,D,232,,,26
17266,27,39,D,232,,,27
17272,28,39,D,232,,,28
17278,29,39,D,232,,,29
17284,30,39,D,232,,,30
17291,31,39,X,233,,,31
17296,32,39,D,232,,,32
17302,33,39,D,232,,,33
17308,34,39,D,232,,,34
17311,35,39,A,229,,,35
17320,36,39,D,232,,,36
17324,37,39,B,230,,,37
17332,38,39,D,232,,,38
17338,39,39,D,232,,,39
17344,40,39,D,232,,,40
17350,41,39,D,232,,,41
17356,42,39,D,232,,,42
17359,43,39,A,229,,,43
17368,44,39,D,232,,,44
17375,45,39,X,233,,,45
17380,46,39,D,232,,,46
17386,47,39,D,232,,,47
17390,48,39,B,230,,,48
17398,49,39,D,232,,,49
17403,50,39,C,231,,,50
17407,51,39,A,229,,,51
17413,52,39,A,229,,,52
17420,53,39,B,230,,,53
17426,54,39,B,230,,,54
17434,55,39,D,232,,,55
17440,56,39,D,232,,,56
17446,57,39,D,232,,,57
17450,58,39,B,230,,,58
17459,59,39,X,233,,,59
17462,60,39,B,230,,,60
17470,61,39,D,232,,,61
17478,62,39,?,234,,,62
17482,63,39,D,232,,,63
17486,64,39,B,230,,,64
17494,65,39,D,232,,,65
17502,66,39,?,234,,,66
17506,67,39,D,232,,,67
17512,68,39,D,232,,,68
17518,69,39,D,232,,,69
17525,70,39,X,233,,,70
17528,71,39,B,230,,,71
17536,72,39,D,232,,,72
17541,73,39,C,231,,,73
17548,74,39,D,232,,,74
105786,75,39,X,233,,,75
106021,76,39,D,232,,,76
17560,1,40,D,238,,,1
17566,2,40,D,238,,,2
17572,3,40,D,238,,,3
17578,4,40,D,238,,,4
17584,5,40,D,238,,,5
17590,6,40,D,238,,,6
17597,7,40,X,239,,,7
17602,8,40,D,238,,,8
17608,9,40,D,238,,,9
17614,10,40,D,238,,,10
17620,11,40,D,238,,,11
17626,12,40,D,238,,,12
17632,13,40,D,238,,,13
17639,14,40,X,239,,,14
17644,15,40,D,238,,,15
17650,16,40,D,238,,,16
17656,17,40,D,238,,,17
17663,18,40,X,239,,,18
17668,19,40,D,238,,,19
17674,20,40,D,238,,,20
17680,21,40,D,238,,,21
17684,22,40,?,240,,,22
17692,23,40,D,238,,,23
17698,24,40,D,238,,,24
17704,25,40,D,238,,,25
17710,26,40,D,238,,,26
17716,27,40,D,238,,,27
17722,28,40,D,238,,,28
17728,29,40,D,238,,,29
17734,30,40,D,238,,,30
17741,31,40,X,239,,,31
17746,32,40,D,238,,,32
17752,33,40,D,238,,,33
17758,34,40,D,238,,,34
17764,35,40,D,238,,,35
17770,36,40,D,238,,,36
17776,37,40,D,238,,,37
17782,38,40,D,238,,,38
17788,39,40,D,238,,,39
17794,40,40,D,238,,,40
17800,41,40,D,238,,,41
17805,42,40,C,237,,,42
17812,43,40,D,238,,,43
17816,44,40,B,236,,,44
17825,45,40,X,239,,,45
17830,46,40,D,238,,,46
17836,47,40,D,238,,,47
17842,48,40,D,238,,,48
17848,49,40,D,238,,,49
17851,50,40,A,235,,,50
17860,51,40,D,238,,,51
17863,52,40,A,235,,,52
17872,53,40,D,238,,,53
17875,54,40,A,235,,,54
17882,55,40,B,236,,,55
17890,56,40,D,238,,,56
17896,57,40,D,238,,,57
17900,58,40,B,236,,,58
17909,59,40,X,239,,,59
17915,60,40,X,239,,,60
17920,61,40,D,238,,,61
17926,62,40,D,238,,,62
17932,63,40,D,238,,,63
17938,64,40,D,238,,,64
17944,65,40,D,238,,,65
17952,66,40,?,240,,,66
17957,67,40,X,239,,,67
17962,68,40,D,238,,,68
17968,69,40,D,238,,,69
17975,70,40,X,239,,,70
17980,71,40,D,238,,,71
17986,72,40,D,238,,,72
17992,73,40,D,238,,,73
17998,74,40,D,238,,,74
105787,75,40,X,239,,,75
106022,76,40,D,238,,,76
18010,1,41,D,244,,,1
18016,2,41,D,244,,,2
18022,3,41,D,244,,,3
18027,4,41,C,243,,,4
18034,5,41,D,244,,,5
18040,6,41,D,244,,,6
18047,7,41,X,245,,,7
18052,8,41,D,244,,,8
18058,9,41,D,244,,,9
18064,10,41,D,244,,,10
18070,11,41,D,244,,,11
18078,12,41,?,246,,,12
18084,13,41,?,246,,,13
18088,14,41,D,244,,,14
18093,15,41,C,243,,,15
18099,16,41,C,243,,,16
18106,17,41,D,244,,,17
18110,18,41,B,242,,,18
18118,19,41,D,244,,,19
18124,20,41,D,244,,,20
18130,21,41,D,244,,,21
18138,22,41,?,246,,,22
18141,23,41,C,243,,,23
18148,24,41,D,244,,,24
18154,25,41,D,244,,,25
18160,26,41,D,244,,,26
18166,27,41,D,244,,,27
18172,28,41,D,244,,,28
18178,29,41,D,244,,,29
18184,30,41,D,244,,,30
18191,31,41,X,245,,,31
18196,32,41,D,244,,,32
18202,33,41,D,244,,,33
18206,34,41,B,242,,,34
18214,35,41,D,244,,,35
18220,36,41,D,244,,,36
18226,37,41,C,243,,,37
18231,38,41,C,243,,,38
18238,39,41,C,243,,,39
18244,40,41,D,244,,,40
18249,41,41,C,243,,,41
18256,42,41,D,244,,,42
18260,43,41,B,242,,,43
18268,44,41,D,244,,,44
18275,45,41,X,245,,,45
18279,46,41,C,243,,,46
18285,47,41,C,243,,,47
18292,48,41,D,244,,,48
18296,49,41,B,242,,,49
18301,50,41,A,241,,,50
18310,51,41,D,244,,,51
18314,52,41,B,242,,,52
18321,53,41,C,243,,,53
18327,54,41,C,243,,,54
18334,55,41,D,244,,,55
18337,56,41,A,241,,,56
18346,57,41,D,244,,,57
18349,58,41,A,241,,,58
18358,59,41,D,244,,,59
18365,60,41,X,245,,,60
18372,61,41,?,246,,,61
18376,62,41,D,244,,,62
18384,63,41,?,246,,,63
18388,64,41,D,244,,,64
18391,65,41,A,241,,,65
18398,66,41,B,242,,,66
18404,67,41,B,242,,,67
18412,68,41,D,244,,,68
18418,69,41,D,244,,,69
18425,70,41,X,245,,,70
18430,71,41,D,244,,,71
18436,72,41,D,244,,,72
18442,73,41,D,244,,,73
18448,74,41,D,244,,,74
105788,75,41,B,242,,,75
106023,76,41,B,242,,,76
18460,1,42,D,250,,,1
18466,2,42,D,250,,,2
18472,3,42,D,250,,,3
18478,4,42,D,250,,,4
18484,5,42,D,250,,,5
18490,6,42,D,250,,,6
18498,7,42,?,252,,,7
18502,8,42,D,250,,,8
18510,9,42,?,252,,,9
18514,10,42,D,250,,,10
18520,11,42,D,250,,,11
18523,12,42,A,247,,,12
18532,13,42,D,250,,,13
18538,14,42,D,250,,,14
18544,15,42,D,250,,,15
18550,16,42,D,250,,,16
18556,17,42,D,250,,,17
18562,18,42,D,250,,,18
18568,19,42,D,250,,,19
18574,20,42,D,250,,,20
18579,21,42,C,249,,,21
18585,22,42,?,252,,,22
18591,23,42,C,249,,,23
18598,24,42,D,250,,,24
18604,25,42,D,250,,,25
18610,26,42,D,250,,,26
18616,27,42,D,250,,,27
18622,28,42,D,250,,,28
18627,29,42,C,249,,,29
18634,30,42,D,250,,,30
18641,31,42,X,251,,,31
18646,32,42,D,250,,,32
18652,33,42,D,250,,,33
18658,34,42,D,250,,,34
18664,35,42,D,250,,,35
18670,36,42,D,250,,,36
18676,37,42,D,250,,,37
18681,38,42,C,249,,,38
18687,39,42,C,249,,,39
18694,40,42,D,250,,,40
18700,41,42,D,250,,,41
18706,42,42,D,250,,,42
18712,43,42,D,250,,,43
18720,44,42,?,252,,,44
18725,45,42,X,251,,,45
18727,46,42,A,247,,,46
18736,47,42,D,250,,,47
18742,48,42,D,250,,,48
18747,49,42,C,249,,,49
18753,50,42,C,249,,,50
18758,51,42,B,248,,,51
18763,52,42,A,247,,,52
18771,53,42,B,248,,,53
18776,54,42,B,248,,,54
18782,55,42,B,248,,,55
18787,56,42,A,247,,,56
18793,57,42,A,247,,,57
18799,58,42,A,247,,,58
18809,59,42,X,251,,,59
18815,60,42,X,251,,,60
18818,61,42,B,248,,,61
18823,62,42,A,247,,,62
18834,63,42,?,252,,,63
18838,64,42,D,250,,,64
18842,65,42,B,248,,,65
18848,66,42,B,248,,,66
18857,67,42,X,251,,,67
18859,68,42,A,247,,,68
18866,69,42,B,248,,,69
18871,70,42,A,247,,,70
18878,71,42,B,248,,,71
18886,72,42,D,250,,,72
18890,73,42,B,248,,,73
18898,74,42,D,250,,,74
105789,75,42,B,248,,,75
106024,76,42,B,248,,,76
18910,1,43,D,256,,,1
18915,2,43,B,254,,,2
18920,3,43,B,254,,,3
18928,4,43,D,256,,,4
18934,5,43,D,256,,,5
18939,6,43,C,255,,,6
18948,7,43,?,258,,,7
18952,8,43,D,256,,,8
18960,9,43,?,258,,,9
18963,10,43,C,255,,,10
18970,11,43,D,256,,,11
18973,12,43,A,253,,,12
18980,13,43,B,254,,,13
18988,14,43,D,256,,,14
18993,15,43,C,255,,,15
19000,16,43,D,256,,,16
19005,17,43,C,255,,,17
19012,18,43,D,256,,,18
19018,19,43,D,256,,,19
19024,20,43,D,256,,,20
19027,21,43,A,253,,,21
19035,22,43,C,255,,,22
19040,23,43,B,254,,,23
19047,24,43,C,255,,,24
19054,25,43,D,256,,,25
19060,26,43,D,256,,,26
19064,27,43,B,254,,,27
19071,28,43,C,255,,,28
19077,29,43,C,255,,,29
19082,30,43,B,254,,,30
19091,31,43,X,257,,,31
19096,32,43,D,256,,,32
19102,33,43,D,256,,,33
19108,34,43,D,256,,,34
19113,35,43,C,255,,,35
19120,36,43,D,256,,,36
19126,37,43,D,256,,,37
19131,38,43,C,255,,,38
19138,39,43,D,256,,,39
19144,40,43,D,256,,,40
19150,41,43,D,256,,,41
19156,42,43,D,256,,,42
19162,43,43,D,256,,,43
19168,44,43,D,256,,,44
19175,45,43,X,257,,,45
19180,46,43,D,256,,,46
19185,47,43,C,255,,,47
19190,48,43,?,258,,,48
19198,49,43,D,256,,,49
19202,50,43,B,254,,,50
19208,51,43,B,254,,,51
19213,52,43,A,253,,,52
19220,53,43,B,254,,,53
19226,54,43,B,254,,,54
19232,55,43,B,254,,,55
19237,56,43,A,253,,,56
19243,57,43,A,253,,,57
19249,58,43,A,253,,,58
19258,59,43,D,256,,,59
19265,60,43,X,257,,,60
19268,61,43,B,254,,,61
19273,62,43,A,253,,,62
19279,63,43,A,253,,,63
19290,64,43,?,258,,,64
19292,65,43,B,254,,,65
19298,66,43,B,254,,,66
19308,67,43,?,258,,,67
19310,68,43,B,254,,,68
19316,69,43,B,254,,,69
19325,70,43,X,257,,,70
19328,71,43,B,254,,,71
19336,72,43,D,256,,,72
19342,73,43,D,256,,,73
19346,74,43,B,254,,,74
105790,75,43,C,255,,,75
106025,76,43,C,255,,,76
19360,1,44,D,262,,,1
19364,2,44,D,262,,,2
19371,3,44,C,261,,,3
19378,4,44,D,262,,,4
19384,5,44,D,262,,,5
19390,6,44,D,262,,,6
19398,7,44,?,264,,,7
19402,8,44,D,262,,,8
19410,9,44,?,264,,,9
19414,10,44,D,262,,,10
19420,11,44,D,262,,,11
19424,12,44,B,260,,,12
19434,13,44,?,264,,,13
19440,14,44,?,264,,,14
19444,15,44,D,262,,,15
19449,16,44,C,261,,,16
19456,17,44,D,262,,,17
19462,18,44,D,262,,,18
19468,19,44,D,262,,,19
19473,20,44,C,261,,,20
19477,21,44,A,259,,,21
19488,22,44,?,264,,,22
19491,23,44,C,261,,,23
19497,24,44,C,261,,,24
19504,25,44,D,262,,,25
19510,26,44,D,262,,,26
19518,27,44,?,264,,,27
19522,28,44,D,262,,,28
19528,29,44,D,262,,,29
19534,30,44,D,262,,,30
19541,31,44,X,263,,,31
19546,32,44,D,262,,,32
19552,33,44,D,262,,,33
19558,34,44,D,262,,,34
19564,35,44,D,262,,,35
19570,36,44,D,262,,,36
19575,37,44,C,261,,,37
19582,38,44,D,262,,,38
19588,39,44,D,262,,,39
19594,40,44,D,262,,,40
19600,41,44,D,262,,,41
19605,42,44,C,261,,,42
19612,43,44,D,262,,,43
19618,44,44,D,262,,,44
19625,45,44,X,263,,,45
19630,46,44,D,262,,,46
19636,47,44,D,262,,,47
19642,48,44,D,262,,,48
19647,49,44,D,262,,,49
19653,50,44,C,261,,,50
19662,51,44,?,264,,,51
19663,52,44,A,259,,,52
19671,53,44,C,261,,,53
19676,54,44,B,260,,,54
19682,55,44,B,260,,,55
19690,56,44,D,262,,,56
19693,57,44,A,259,,,57
19699,58,44,A,259,,,58
19706,59,44,?,264,,,59
19712,60,44,B,260,,,60
19718,61,44,B,260,,,61
19723,62,44,A,259,,,62
19734,63,44,?,264,,,63
19738,64,44,D,262,,,64
19741,65,44,A,259,,,65
19748,66,44,B,260,,,66
19756,67,44,D,262,,,67
19761,68,44,C,261,,,68
19765,69,44,A,259,,,69
19775,70,44,X,263,,,70
19777,71,44,A,259,,,71
19786,72,44,D,262,,,72
19791,73,44,C,261,,,73
19797,74,44,C,261,,,74
105791,75,44,C,261,,,75
106026,76,44,D,262,,,76
19812,1,45,?,270,,,1
19814,2,45,B,266,,,2
19820,3,45,B,266,,,3
19828,4,45,D,268,,,4
19834,5,45,D,268,,,5
19840,6,45,D,268,,,6
19847,7,45,X,269,,,7
19852,8,45,D,268,,,8
19858,9,45,D,268,,,9
19864,10,45,D,268,,,10
19870,11,45,D,268,,,11
19874,12,45,B,266,,,12
19880,13,45,B,266,,,13
19889,14,45,X,269,,,14
19893,15,45,C,267,,,15
19899,16,45,C,267,,,16
19906,17,45,D,268,,,17
19914,18,45,?,270,,,18
19920,19,45,?,270,,,19
19922,20,45,B,266,,,20
19930,21,45,D,268,,,21
19938,22,45,?,270,,,22
19942,23,45,D,268,,,23
19950,24,45,?,270,,,24
19955,25,45,X,269,,,25
19960,26,45,D,268,,,26
19964,27,45,C,267,,,27
19972,28,45,D,268,,,28
19976,29,45,B,266,,,29
19986,30,45,?,270,,,30
19991,31,45,X,269,,,31
19994,32,45,X,269,,,32
20002,33,45,D,268,,,33
20008,34,45,D,268,,,34
20014,35,45,D,268,,,35
20020,36,45,D,268,,,36
20025,37,45,C,267,,,37
20031,38,45,C,267,,,38
20037,39,45,C,267,,,39
20044,40,45,D,268,,,40
20049,41,45,C,267,,,41
20055,42,45,X,269,,,42
20060,43,45,B,266,,,43
20068,44,45,D,268,,,44
20071,45,45,A,265,,,45
20078,46,45,B,266,,,46
20084,47,45,B,266,,,47
20089,48,45,A,265,,,48
20095,49,45,A,265,,,49
20101,50,45,C,267,,,50
20108,51,45,B,266,,,51
20113,52,45,A,265,,,52
20120,53,45,B,266,,,53
20126,54,45,B,266,,,54
20133,55,45,C,267,,,55
20137,56,45,A,265,,,56
20145,57,45,C,267,,,57
20149,58,45,A,265,,,58
20160,59,45,?,270,,,59
20165,60,45,X,269,,,60
20170,61,45,D,268,,,61
20176,62,45,D,268,,,62
20182,63,45,D,268,,,63
20190,64,45,?,270,,,64
20192,65,45,B,266,,,65
20202,66,45,?,270,,,66
20204,67,45,B,266,,,67
20210,68,45,B,266,,,68
20218,69,45,D,268,,,69
20225,70,45,X,269,,,70
20230,71,45,D,268,,,71
20236,72,45,D,268,,,72
20241,73,45,C,267,,,73
20250,74,45,?,270,,,74
105792,75,45,A,265,,,75
106027,76,45,D,268,,,76
20260,1,46,D,274,,,1
20266,2,46,D,274,,,2
20272,3,46,D,274,,,3
20278,4,46,D,274,,,4
20284,5,46,D,274,,,5
20290,6,46,D,274,,,6
20298,7,46,?,276,,,7
20302,8,46,D,274,,,8
20308,9,46,D,274,,,9
20314,10,46,D,274,,,10
20320,11,46,D,274,,,11
20324,12,46,B,272,,,12
20334,13,46,?,276,,,13
20339,14,46,X,275,,,14
20343,15,46,C,273,,,15
20349,16,46,C,273,,,16
20356,17,46,D,274,,,17
20362,18,46,D,274,,,18
20368,19,46,D,274,,,19
20373,20,46,C,273,,,20
20378,21,46,B,272,,,21
20388,22,46,?,276,,,22
20391,23,46,C,273,,,23
20397,24,46,C,273,,,24
20401,25,46,A,271,,,25
20409,26,46,C,273,,,26
20413,27,46,B,272,,,27
20419,28,46,A,271,,,28
20427,29,46,B,272,,,29
20431,30,46,A,271,,,30
20441,31,46,X,275,,,31
20446,32,46,D,274,,,32
20452,33,46,D,274,,,33
20455,34,46,A,271,,,34
20462,35,46,B,272,,,35
20470,36,46,X,275,,,36
20476,37,46,D,274,,,37
20481,38,46,C,273,,,38
20488,39,46,D,274,,,39
20495,40,46,X,275,,,40
20499,41,46,C,273,,,41
20504,42,46,X,275,,,42
20512,43,46,D,274,,,43
20518,44,46,X,275,,,44
20522,45,46,C,273,,,45
20530,46,46,D,274,,,46
20535,47,46,C,273,,,47
20542,48,46,D,274,,,48
20545,49,46,C,273,,,49
20554,50,46,D,274,,,50
20560,51,46,D,274,,,51
20564,52,46,B,272,,,52
20572,53,46,D,274,,,53
20575,54,46,A,271,,,54
20584,55,46,D,274,,,55
20592,56,46,?,276,,,56
20594,57,46,B,272,,,57
20602,58,46,D,274,,,58
20609,59,46,X,275,,,59
20615,60,46,X,275,,,60
20620,61,46,D,274,,,61
20627,62,46,X,275,,,62
20632,63,46,D,274,,,63
20638,64,46,D,274,,,64
20641,65,46,A,271,,,65
20648,66,46,B,272,,,66
20658,67,46,?,276,,,67
20660,68,46,B,272,,,68
20666,69,46,B,272,,,69
20675,70,46,X,275,,,70
20681,71,46,X,275,,,71
20686,72,46,D,274,,,72
20689,73,46,A,271,,,73
20697,74,46,C,273,,,74
105793,75,46,C,273,,,75
106028,76,46,D,274,,,76
20710,1,47,D,280,,,1
20716,2,47,D,280,,,2
20722,3,47,D,280,,,3
20728,4,47,D,280,,,4
20734,5,47,D,280,,,5
20740,6,47,D,280,,,6
20748,7,47,?,282,,,7
20752,8,47,D,280,,,8
20758,9,47,D,280,,,9
20764,10,47,D,280,,,10
20770,11,47,D,280,,,11
20775,12,47,C,279,,,12
20784,13,47,?,282,,,13
20788,14,47,D,280,,,14
20794,15,47,D,280,,,15
20800,16,47,D,280,,,16
20806,17,47,D,280,,,17
20812,18,47,D,280,,,18
20818,19,47,D,280,,,19
20823,20,47,C,279,,,20
20830,21,47,D,280,,,21
20838,22,47,?,282,,,22
20842,23,47,D,280,,,23
20847,24,47,C,279,,,24
20855,25,47,X,281,,,25
20860,26,47,D,280,,,26
20863,27,47,A,277,,,27
